"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@neekelita @realjstatham Have fun and enjoy HOBBS. (and shaw, whatever <U+0001F481><U+0001F3FD><U+200D><U+2642><U+FE0F>;)",FALSE,1284,"neekelita",2019-07-31 13:52:39,FALSE,"1156555414000943104","1156563326580723714","18717900","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",30,FALSE,FALSE,NA,NA
"Yessir. Post credit scenes will give you an idea of the new future team <U+0001F609><U+0001F943>. Enjoy! 
@HobbsAndShaw https://t.co/7qMWJSBGqR",FALSE,3693,NA,2019-07-31 11:24:24,FALSE,NA,"1156526019366531072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",423,FALSE,FALSE,NA,NA
"<U+270D><U+0001F3FD><U+0001F943><U+2708><U+FE0F> #enterprise #teamnosleep https://t.co/oMQobCge10",FALSE,1485,NA,2019-07-31 09:54:21,FALSE,NA,"1156503355465691136",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","TheRock",107,FALSE,FALSE,NA,NA
"I have a lil’ surprise for the @GMA audience this morning! Sorry, it’s too early for tequila (trust me, I tried;) b… https://t.co/HloJJXxKGj",FALSE,2308,NA,2019-07-31 05:51:15,TRUE,NA,"1156442176383049728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",172,FALSE,FALSE,NA,NA
"Cool thank ya my man. Fun was the goal and the “epic cameos” in @HobbsAndShaw are a little taste of the future team… https://t.co/HA3nn9qlCt",FALSE,2410,NA,2019-07-31 05:47:20,TRUE,NA,"1156441192755867648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",172,FALSE,FALSE,NA,NA
"@jakodeleon Enjoy the movie my man! <U+0001F44A><U+0001F3FE>",FALSE,1685,"jakodeleon",2019-07-31 04:00:57,FALSE,"1156411984784400384","1156414419812982785","67063550","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",41,FALSE,FALSE,NA,NA
"@krolljvar @hhgarcia41 Enjoy brother <U+0001F943><U+0001F44A><U+0001F3FE>",FALSE,735,"krolljvar",2019-07-31 01:55:25,FALSE,"1156379277928964096","1156382826515685381","238319415","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",12,FALSE,FALSE,NA,NA
"Hey, my cuz romanreigns has great aim <U+0001F3AF><U+0001F937><U+0001F3FD><U+200D><U+2642><U+FE0F><U+0001F602>
Our A-camera operator Lukasz Bielan<U+0001F3A5> is one of the best in Hollywood… https://t.co/93W8B1jQ6u",FALSE,2356,NA,2019-07-31 01:08:03,TRUE,NA,"1156370907981602818",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","TheRock",195,FALSE,FALSE,NA,NA
"Did my first ever in studio interview of my career with @decodrive back when I was a @wwe rookie with a God awful h… https://t.co/1uKrcRAGlk",FALSE,2113,NA,2019-07-31 00:08:00,TRUE,NA,"1156355796340563968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",141,FALSE,FALSE,NA,NA
"@KristinHarris @POPSUGAR @eizamusica Thx ya Kris!!! We had fun and good God Ige said some absurd things in my Fast… https://t.co/1tm5KlPtkR",FALSE,230,"KristinHarris",2019-07-31 00:03:27,TRUE,"1156348372846071808","1156354650473472000","21372684","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",11,FALSE,FALSE,NA,NA
"Enjoy the movie, amigo. And the surprises.... 
@HobbsAndShaw <U+0001F943> https://t.co/HgpIC5JXpr",FALSE,1949,NA,2019-07-31 00:00:55,FALSE,NA,"1156354013069283328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",187,FALSE,FALSE,NA,NA
"RT @usatodaylife: .@TheRock is the king of talking smack, and he gave us a lesson in how he utilized his trash-talking skills in #HobbsAndS…",FALSE,0,NA,2019-07-30 22:08:06,FALSE,NA,"1156325620718215174",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",87,TRUE,FALSE,NA,NA
"Tune in tomorrow LIVE on @GMA. I have a little surprise for the audience <U+0001F440> 
@HobbsAndShaw https://t.co/YUf1NdnfAx",FALSE,1403,NA,2019-07-30 21:52:48,FALSE,NA,"1156321771810885632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",156,FALSE,FALSE,NA,NA
"@DunlapSports @twindiz Kid’s shit, my dog’s shit, I clean everyone’s shit around my house. Wait that came out wrong lol.",FALSE,108,"DunlapSports",2019-07-30 21:46:34,FALSE,"1156310583068618753","1156320201924861952","334083682","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",3,FALSE,FALSE,NA,NA
"@ZachGelb August 25th my friend. Gonna finish strong",FALSE,728,"ZachGelb",2019-07-30 20:41:34,FALSE,"1156303313178124289","1156303844722270209","210816603","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",20,FALSE,FALSE,NA,NA
"@TheShowThor Enjoy the movie dude. (and the surprises...;)",FALSE,705,"TheShowThor",2019-07-30 20:39:43,FALSE,"1156300739779579904","1156303379943055362","558227130","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",21,FALSE,FALSE,NA,NA
"RT @usatodaylife: We talked to Dwayne @TheRock Johnson about the art of the verbal smackdown and coming up with his own lines in #HobbsandS…",FALSE,0,NA,2019-07-30 20:30:34,FALSE,NA,"1156301076154523648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",62,TRUE,FALSE,NA,NA
"Always the best time &amp; best audience. Look forward to hangin’ w/ my @GMA fam to chat @HobbsAndShaw, tequila &amp; Haiku… https://t.co/HpSL5JV72t",FALSE,1285,NA,2019-07-30 20:27:35,TRUE,NA,"1156300328280764416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",146,FALSE,FALSE,NA,NA
"And this is the thanks I get for casting my boy, @idriselba in @HobbsAndShaw. (the guy does have a helluva right cr… https://t.co/zSoWvokMva",FALSE,3134,NA,2019-07-30 20:24:17,TRUE,NA,"1156299497796001798",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",254,FALSE,FALSE,NA,NA
"Pleasure talkin’ to our “home”, the @wwe universe. 
@WWERomanReigns 
@HobbsAndShaw 
In theaters THIS THURSDAY <U+0001F30E><U+0001F943> https://t.co/MToUuV6oQr",FALSE,3394,NA,2019-07-30 20:13:40,FALSE,NA,"1156296826234068993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",478,FALSE,FALSE,NA,NA
"@JeremyRayTaylor Enjoy the movie man! And the surprises....",FALSE,1669,"JeremyRayTaylor",2019-07-29 23:37:41,FALSE,"1155979857190199298","1155985780751228928","3035134323","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",39,FALSE,FALSE,NA,NA
"@ItsMikeHill @HobbsAndShaw @CynthiaBailey10 Haha I got your back brother. You’ll be happy you saw it this weekend.… https://t.co/ZLF22XJfU6",FALSE,525,"ItsMikeHill",2019-07-29 22:39:36,TRUE,"1155967092824272897","1155971160397344768","21062680","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",18,FALSE,FALSE,NA,NA
"RT @ItsMikeHill: This movie @HobbsAndShaw looks like it’s going to be absolutely EPIC!! The weekend can’t get here soon enough for me to se…",FALSE,0,NA,2019-07-29 22:38:33,FALSE,NA,"1155970896105836548",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",43,TRUE,FALSE,NA,NA
"RT @mikeavila: Shut it down, folks. The #JunketTwitter Championship belt has been won by @BlogXilla for this gem of an intv with @therock h…",FALSE,0,NA,2019-07-29 22:37:47,FALSE,NA,"1155970703235043328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",64,TRUE,FALSE,NA,NA
"@BlogXilla @GlobalGrind Had a blast brother turnin’ The Rock back on <U+0001F44A><U+0001F3FE><U+0001F44A><U+0001F3FE>",FALSE,726,"BlogXilla",2019-07-29 22:23:08,FALSE,"1155963439178665985","1155967018341769218","12710012","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",25,FALSE,FALSE,NA,NA
"RT @BlogXilla: Bro! I still can't believe I got ""It Doesn't Matter'd"" By @TheRock like 16 year old me is BUGGING OUT right now!! I made a b…",FALSE,0,NA,2019-07-29 22:22:28,FALSE,NA,"1155966850838065153",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",275,TRUE,FALSE,NA,NA
"RT @extratv: .@TheRock on why #HobbsAndShaw made his mom cry tears of joy! Plus, he's not *totally* giving up that Sexiest Man Alive title…",FALSE,0,NA,2019-07-29 21:56:27,FALSE,NA,"1155960300832563207",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",101,TRUE,FALSE,NA,NA
"RT @HobbsAndShaw: There’s one guy you don’t want to hit. @TheRock and @WWERomanReigns bring you inside a day on the set of @FastFurious Pre…",FALSE,0,NA,2019-07-29 21:55:28,FALSE,NA,"1155960054534696962",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",453,TRUE,FALSE,NA,NA
"RT @jenyamato: .@WWERomanReigns auditioned for #HobbsandShaw before leukemia forced him to take a break from wrestling. “It really threw me…",FALSE,0,NA,2019-07-29 21:55:03,FALSE,NA,"1155959949001809922",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",90,TRUE,FALSE,NA,NA
"RT @BlogXilla: Even though @TheRock doesn't want to be the funniest actor of all time. I think he is in the same league as Eddie Murphy whe…",FALSE,0,NA,2019-07-29 19:03:37,FALSE,NA,"1155916807405879297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",125,TRUE,FALSE,NA,NA
"RT @jenyamato: This siva tau scene was special, created for #HobbsAndShaw with the aid of Samoan cultural consultants, and @TheRock told di…",FALSE,0,NA,2019-07-29 19:03:03,FALSE,NA,"1155916665890070528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",82,TRUE,FALSE,NA,NA
"Mahalo for coming to Hawaii to chat w/ me Terri <U+0001F919><U+0001F3FE> and yes, Idris is 2019’s Sexiest Man Alive. But remind him that… https://t.co/NCx9mH3fLQ",FALSE,2490,NA,2019-07-29 19:02:44,TRUE,NA,"1155916586508664832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",171,FALSE,FALSE,NA,NA
"@StefanArmitage Well do it again down the road my friend <U+0001F44A><U+0001F3FE>",FALSE,861,"StefanArmitage",2019-07-29 18:29:43,FALSE,"1155902182618730496","1155908277093294080","192495881","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",28,FALSE,FALSE,NA,NA
"Flex on em BD <U+0001F4AA><U+0001F3FE> 
Always a good time, always a quality interview and thanks for being so cool. 
#hobbsandshaw… https://t.co/MzCOsv2XNd",FALSE,2713,NA,2019-07-29 07:55:17,TRUE,NA,"1155748616016764928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",183,FALSE,FALSE,NA,NA
"RT @HobbsAndShaw: Get ready for “the perfect summer movie.” #HobbsAndShaw is in theaters Friday. Get tickets now: https://t.co/hTG7A943w3",FALSE,0,NA,2019-07-29 07:53:12,FALSE,NA,"1155748092756369408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",799,TRUE,FALSE,NA,NA
"RT @IMDb: We take a look back at our favorite scenes of lawman Luke Hobbs and outcast Deckard Shaw over the #FastandFurious franchise. #Hob…",FALSE,0,NA,2019-07-29 07:53:01,FALSE,NA,"1155748046010908672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",203,TRUE,FALSE,NA,NA
"Big shout to our @McLarenAuto partners for the bad ass 0-60 in 4.2, 720S. 
Next level/insane car action sequences i… https://t.co/uXYMBTiNRC",FALSE,1972,NA,2019-07-29 07:52:15,TRUE,NA,"1155747853903384576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",176,FALSE,FALSE,NA,NA
"Always a cool honor to grace our bodybuilding bible, @muscle_fitness. 
For the character of HOBBS I wanted to commi… https://t.co/WfXoMsvaAJ",FALSE,1528,NA,2019-07-29 07:26:29,TRUE,NA,"1155741370172133376",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","TheRock",94,FALSE,FALSE,NA,NA
"Huge and warm mahalo to all our press friends who flew into Hawaii from all over the world to come and chat with me… https://t.co/xwpjrhKj2M",FALSE,1749,NA,2019-07-29 06:56:04,TRUE,NA,"1155733712623087617",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","TheRock",116,FALSE,FALSE,NA,NA
"Hey, my cuz romanreigns has great aim <U+0001F3AF><U+0001F937><U+0001F3FD><U+200D><U+2642><U+FE0F><U+0001F602>
Our A-camera operator Lukasz Bielan<U+0001F3A5> is one of the best in Hollywood… https://t.co/8oZ4CwHClV",FALSE,6270,NA,2019-07-29 06:55:28,TRUE,NA,"1155733560667639808",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","TheRock",695,FALSE,FALSE,NA,NA
"Well according to the people, maybe we’re not related after all <U+0001F602><U+0001F926><U+0001F3FD><U+200D><U+2642><U+FE0F>
Big mahalo to my people who I can always rel… https://t.co/GxozRVOyRu",FALSE,3491,NA,2019-07-29 06:51:54,TRUE,NA,"1155732666467024896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",277,FALSE,FALSE,NA,NA
"@the_moviebob Yeah but you have to read my words in a slight sounthern accent after two doubles of tequila while sm… https://t.co/Ej5MtOo7xy",FALSE,2119,"the_moviebob",2019-07-29 05:47:27,TRUE,"1155702099281358848","1155716447785508866","264050862","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",61,FALSE,FALSE,NA,NA
"Good to sit with you too. Cool seeing how “connected” you are to things we have in common. Especially the squared c… https://t.co/VmAbSpAwVB",FALSE,1330,NA,2019-07-29 00:30:49,TRUE,NA,"1155636762800095232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",96,FALSE,FALSE,NA,NA
"Owning water always intrigued me - partly because I drink 4 gallons a day<U+0001F4A7><U+0001F601>.
But finding the right partner with sha… https://t.co/NV4fd9Fd0a",FALSE,4943,NA,2019-07-28 23:13:15,TRUE,NA,"1155617243641724928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",409,FALSE,FALSE,NA,NA
"Mahalo nui loa wahine. You’ll always be one of my favs, sistah. Easier said than done, but we always gotta slow dow… https://t.co/e8Pd0krgaN",FALSE,1464,NA,2019-07-28 23:03:16,TRUE,NA,"1155614730599325697",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",104,FALSE,FALSE,NA,NA
"You rep Chicago very well buddy. Always good seeing you and next time I’ll bring some tequila. 
#HobbsAndShaw <U+0001F943> https://t.co/fymwAwGPeL",FALSE,1188,NA,2019-07-28 22:59:20,FALSE,NA,"1155613738441027585",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",108,FALSE,FALSE,NA,NA
"Always fun w/ ya Andrew. And no more using the word constipated <U+0001F602>
Mahalo, friend <U+0001F919><U+0001F3FE><U+0001F33A>
#hobbsandshaw #pressjunket… https://t.co/8E1QPpiD41",FALSE,1226,NA,2019-07-28 22:56:12,TRUE,NA,"1155612953120366592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",80,FALSE,FALSE,NA,NA
"Good times. Thanks for flying in to the islands for the hang time. 
and for those fans who might be able to recogni… https://t.co/eFRbILWzpP",FALSE,1705,NA,2019-07-28 22:53:30,TRUE,NA,"1155612272598716417",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",115,FALSE,FALSE,NA,NA
"@ThisIsMax I missed us Max!!!",FALSE,629,"ThisIsMax",2019-07-28 22:15:08,FALSE,"1155590590844866561","1155602617843638272","23289337","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",19,FALSE,FALSE,NA,NA
"Cheers amigo. Always good talkin’ w ya and congrats on all your growth. 
Onward. 
#mana #tequila #pressjunket 
HOBB… https://t.co/q6BuGb8WvW",FALSE,1418,NA,2019-07-28 21:16:43,TRUE,NA,"1155587914312511489",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",95,FALSE,FALSE,NA,NA
"Good to chat w/ you Ms Whitney and mahalo for flying out to Hawaii. We’ll do it again down the road <U+0001F942>… https://t.co/T1tLUQ43ef",FALSE,2349,NA,2019-07-28 19:42:09,TRUE,NA,"1155564117060538368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",149,FALSE,FALSE,NA,NA
"RT @jenyamato: The day @TheRock’s mom came to the set of “Fast &amp; Furious Presents: Hobbs &amp; Shaw,” emotions were already high when he looked…",FALSE,0,NA,2019-07-28 19:33:42,FALSE,NA,"1155561989776670720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",170,TRUE,FALSE,NA,NA
"Great read. 
Enjoyed my one on one with @jenyamato of @latimes regarding weaving my authentic Samoan culture into t… https://t.co/RsxPDpBwOa",FALSE,3386,NA,2019-07-28 19:32:12,TRUE,NA,"1155561611530100736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",382,FALSE,FALSE,NA,NA
"ballers 
august 25 
@hbo 
@sevenbucksprod https://t.co/NSDzcR6EMQ",FALSE,12486,NA,2019-07-28 17:36:42,FALSE,NA,"1155532545682894848",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TheRock",1928,FALSE,FALSE,NA,NA
"Kindness is the easiest part of my job. Thanks for always making it fun and a huge mahalo for flying half way aroun… https://t.co/oQDe3Q2Myl",FALSE,7586,NA,2019-07-27 06:15:20,TRUE,NA,"1154998687895998464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",408,FALSE,FALSE,NA,NA
"@catherinekelley You’re welcome Cathy;) See ya sooo",FALSE,1533,"catherinekelley",2019-07-26 20:09:43,FALSE,"1154835735381336064","1154846278926266368","21973269","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",37,FALSE,FALSE,NA,NA
"My man’s got bars <U+0001F525> 
Great job boys @cypresshill @idriselba 
Killer track for @HobbsAndShaw 
August 2nd worldwide https://t.co/Dc129RHOvb",FALSE,3537,NA,2019-07-26 18:36:02,FALSE,NA,"1154822700608606208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",321,FALSE,FALSE,NA,NA
"RT @gaby_cam: Dear @TheRock 

I flew from Mexico to London to SF to Hawaii and I pretty much no longer feel some of my limbs.

Still I’m su…",FALSE,0,NA,2019-07-26 18:33:59,FALSE,NA,"1154822188194660353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",65,TRUE,FALSE,NA,NA
"As you will always be my fav too;). Welcome to Hawaii. I promise the jet lag you’re experiencing will all go away a… https://t.co/Z6ZIzihrHJ",FALSE,1695,NA,2019-07-26 18:33:56,TRUE,NA,"1154822175976595456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",99,FALSE,FALSE,NA,NA
"RT @DanyGarciaCo: My opportunity to bring a little something extra to the audience. Practice, practice, practice. Adjust and then practice…",FALSE,0,NA,2019-07-26 15:48:48,FALSE,NA,"1154780616753160192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",73,TRUE,FALSE,NA,NA
"Ahh look who has jokes when I’m not around to slap his lips off <U+0001F44B><U+0001F3FE> <U+0001F444> 
Ask Statham why his voice sounds like a nasal… https://t.co/A5Dx6v1t0T",FALSE,9583,NA,2019-07-26 00:23:04,TRUE,NA,"1154547649149751296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",876,FALSE,FALSE,NA,NA
"@ChrisHayner @ryanerikp I have the same picture at home. On my ceiling. And yes, we are besties.",FALSE,882,"ChrisHayner",2019-07-25 22:02:35,FALSE,"1154494879411527680","1154512292899201025","21773998","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",19,FALSE,FALSE,NA,NA
"Go Hiram! Great job shooting this campaign! #LiveEveryDrop <U+0001F44A><U+0001F3FE><U+0001F4A7> https://t.co/DOsO8x2nWL",FALSE,1615,NA,2019-07-25 21:57:16,FALSE,NA,"1154510957659348992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",114,FALSE,FALSE,NA,NA
"@PHV_Mentarch Actually the opposite, my friend. I’m all for the advancement of science and technology- always have… https://t.co/hWITO3QQEP",FALSE,31,"PHV_Mentarch",2019-07-25 21:54:39,TRUE,"1154475171878703107","1154510299136847872","1113433838183690246","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",8,FALSE,FALSE,NA,NA
"Strong like bull.
I’m honored. <U+0001F44A><U+0001F3FE> https://t.co/FHBB3BNPoT",FALSE,2253,NA,2019-07-25 20:29:11,FALSE,NA,"1154488789978374144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",124,FALSE,FALSE,NA,NA
"Wow Happy Birthday! That’s a lot of Rock goodies. When eating the Rock cake I would start at my pecs and work later… https://t.co/c8M8Ew25Am",FALSE,2191,NA,2019-07-25 20:26:04,TRUE,NA,"1154488004741754880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",132,FALSE,FALSE,NA,NA
"After acquiring an ownership stake in the @vosswater company, this strategic partnership was sealed. Very hungry te… https://t.co/Iw3skSyMgX",FALSE,2362,NA,2019-07-25 20:22:46,TRUE,NA,"1154487173371949057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",192,FALSE,FALSE,NA,NA
"Whoa @GIPHY! Hobbs invented smacktalk. Big mistake. https://t.co/yzRFRNRNPz https://t.co/1a6PyM41Xb",FALSE,1197,NA,2019-07-25 20:19:53,FALSE,NA,"1154486451423158272",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TheRock",133,FALSE,FALSE,NA,NA
"Here we go. 
Excited to announce my new partnership with @vosswater, serving as strategic advisor in their global b… https://t.co/yTQdLCz7k2",FALSE,2658,NA,2019-07-25 20:14:22,TRUE,NA,"1154485061674082304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",233,FALSE,FALSE,NA,NA
"Embracing and hearing the words of our kupuna brought tears to my eyes too. Why I kept my glasses on:). I’m optimis… https://t.co/aCKPo4fFvF",FALSE,4346,NA,2019-07-25 19:06:54,TRUE,NA,"1154468083446108160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",618,FALSE,FALSE,NA,NA
"Yes you are, my friend. See you mañana. We’ll have some fun <U+0001F943><U+0001F943>
@HobbsAndShaw https://t.co/yBpp9VIFXa",FALSE,1722,NA,2019-07-25 19:01:16,FALSE,NA,"1154466664840253440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",112,FALSE,FALSE,NA,NA
"@JakesTakes @HobbsAndShaw @ReelBlend @fox32news See u soon buddy!",FALSE,806,"JakesTakes",2019-07-25 18:56:58,FALSE,"1154350837264551937","1154465583120863233","23445575","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",21,FALSE,FALSE,NA,NA
"@WealthyGorilla Thx you!! Great piece. <U+0001F98D> <U+0001F44A><U+0001F3FE>",FALSE,1415,"WealthyGorilla",2019-07-25 09:41:03,FALSE,"1154290979781955585","1154325681607602180","2593610952","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",34,FALSE,FALSE,NA,NA
"Mahalo Steve. I’m always grateful for these kind of reminders. Cheers back to you, brother. #7bucks https://t.co/6MPL3ZjyqT",FALSE,4696,NA,2019-07-25 06:43:02,FALSE,NA,"1154280883970437120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",265,FALSE,FALSE,NA,NA
"I set the tone and tempo, but she’ll always be the life anchor who makes this whole thing happen and shine. 
Pleasu… https://t.co/kBxsBnGexw",FALSE,3466,NA,2019-07-24 13:04:48,TRUE,NA,"1154014567539679232",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","TheRock",177,FALSE,FALSE,NA,NA
"You guys are just jet lagged. When you’re done talking to that fun sponge, Statham — come see me in Hawaii this wee… https://t.co/4t03m5YHvh",FALSE,2743,NA,2019-07-22 23:07:59,TRUE,NA,"1153441590800609280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",158,FALSE,FALSE,NA,NA
"RT @RealKurtAngle: Thank you @therock   You always made it fun and entertaining. You’re one of the best pure athletes I’ve ever faced. #its…",FALSE,0,NA,2019-07-21 18:50:20,FALSE,NA,"1153014363332071424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",418,TRUE,FALSE,NA,NA
"@KevinMcCarthyTV @DCfilmgirl Just tell Oscar you’re going to hang with Hobbs’ <U+0001F436> daddy. I have tequila treats for hi… https://t.co/Vop6vZ8iYH",FALSE,1452,"KevinMcCarthyTV",2019-07-21 17:36:57,TRUE,"1152990943420801025","1152995894519746561","19666861","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRock",24,FALSE,FALSE,NA,NA
"Cool piece of history - on this day back in 2002. 
An epic @wwe match. 
It was just my turn to carry the “brass rin… https://t.co/kbw9ywjMzj",FALSE,3405,NA,2019-07-21 17:24:22,TRUE,NA,"1152992726226472968",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","TheRock",266,FALSE,FALSE,NA,NA
